Time,Price,Volume,Returns,Bulls,Bears
2017091412,3559.89,6686.099116,-0.012502219,19435.93845,19682.05617
2017091414,3520,4261.830585,-0.011205402,19876.95528,18244.50469
2017091416,3311,3742.765085,-0.059375,20338.5481,18217.29356
2017091418,3359,4857.807009,0.014497131,20549.44479,18958.43902
2017091420,3289.1,3603.76559,-0.020809765,19568.3414,19834.84528
2017091422,3227.79,4311.969882,-0.018640358,19487.20543,19658.39134
2017091500,3400,3485.594243,0.053352294,19928.493,19146.0083
2017091502,3354.53,2024.965972,-0.013373529,20418.75761,18137.91304
2017091504,3325.91,2110.823749,-0.008531747,19913.22931,18276.30631
2017091506,3124.11,6139.060052,-0.060675124,19979.64464,19565.43316
2017091508,3055.79,5810.700662,-0.021868628,19959.43108,19726.53431
2017091510,3022.89,6466.326187,-0.010766447,19939.21751,19887.63545
2017091512,3400,10063.25696,0.12475148,19919.00395,20048.7366
2017091514,3701.3,9026.657338,0.088617647,19898.79038,20209.83774
2017091516,3579.59,5963.438846,-0.032883041,19878.57682,20370.93889
2017091518,3682.02,3806.917108,0.028615009,19858.36325,20532.04003
2017091520,3809.3,3489.824853,0.034567982,19838.14969,20693.14118
2017091522,3700.01,1891.380574,-0.028690311,19817.93612,20854.24232
2017091600,3774.09,1051.005923,0.020021568,19797.72256,21015.34347
2017091602,3759.48,1070.460096,-0.003871132,19777.50899,21176.44461
2017091604,3833.96,1398.993254,0.01981125,19757.29543,21337.54576
2017091606,3820.48,1685.849693,-0.003515947,19737.08186,21498.64691
2017091608,3672.15,2762.059482,-0.038824964,19716.8683,21659.74805
2017091610,3674.98,5215.930581,0.000770666,19696.65473,21820.8492
2017091612,3611.78,2970.56615,-0.017197373,19676.44117,21981.95034
2017091614,3550,1948.78837,-0.017105139,19656.2276,22143.05149
2017091616,3625.32,2081.812835,0.021216901,19636.01404,22304.15263
2017091618,3692.97,1536.35989,0.018660422,19615.80047,22465.25378
2017091620,3692.19,611.9749822,-0.000211212,19595.58691,22626.35492
2017091622,3678.93,824.4276548,-0.003591364,19575.37334,22787.45607
2017091700,3620.72,1226.111715,-0.015822535,19555.15978,22948.55721
2017091702,3637.5,603.7259672,0.004634437,19534.94621,23109.65836
2017091704,3579.12,390.9348724,-0.016049485,19514.73265,23270.7595
2017091706,3509.71,1318.569252,-0.019393035,19494.51909,23431.86065
2017091708,3593.18,1711.08196,0.023782592,19474.30552,23592.9618
2017091710,3567.8,836.6579042,-0.007063381,19454.09196,23754.06294
2017091712,3642.7,929.7007083,0.020993329,19433.87839,23915.16409
2017091714,3664.68,1364.268747,0.006033986,19413.66483,24076.26523
2017091716,3756.9,1353.552511,0.025164544,19393.45126,24237.36638
2017091718,3704.76,795.3860245,-0.013878464,19373.2377,24398.46752
2017091720,3695.95,693.5798209,-0.002378022,19353.02413,24559.56867
2017091722,3662.99,546.6481677,-0.00891787,19332.81057,24720.66981
2017091800,3764,911.3735856,0.027575833,19312.597,24881.77096
2017091802,3770,1373.382619,0.001594049,19292.38344,25042.8721
2017091804,3848.01,1171.096548,0.020692308,19272.16987,25203.97325
