P_avg,P_max,P_min,P_poc,P_std,V_avg,V_max,V_min,V_poc,V_std,L
16234.802,17050,15322.09,0.106432465,688.3708522,1769.536666,3325.510348,1040.511964,1.291297563,783.168775,0
16103.864,17050,15322.09,0.107297851,670.0857479,1756.42743,3325.510348,1040.511964,1.300935265,791.4500477,0
15885.121,17050,14588,0.154987803,775.2771519,1961.585117,3325.510348,1040.511964,1.16487343,902.0421796,0
15609.978,16832,14298.57,0.162295552,803.6483647,2416.434313,5921.828085,1040.511964,2.020049167,1512.603731,1
15341.557,16654.99,14147.79,0.163425394,798.3882301,2648.688665,5921.828085,1189.111017,1.786815163,1455.076895,1
15006.064,16166.06,13300.06,0.190989456,885.3035963,3298.300126,7685.225628,1249.817748,1.951128653,2056.740304,1
14769.463,15715.11,13300.06,0.163516439,856.5396037,3596.883486,7685.225628,1249.817748,1.789162175,1947.114599,1
14611.959,15715.11,13300.06,0.165279002,841.7483619,3609.151065,7685.225628,1249.817748,1.783080775,1945.600734,1
14316.458,15715.11,12367.08,0.233858822,1056.138144,3792.803702,7685.225628,1249.817748,1.696741616,1960.59046,1
14113.163,15715.11,12367.08,0.237227473,1025.391867,4617.521528,10272.75643,1249.817748,1.95406532,2721.526143,1
13836.843,15600.01,12367.08,0.233646504,911.7506509,4806.372498,10272.75643,1249.817748,1.877286599,2573.256856,1
13609.745,14588,12367.08,0.163186011,676.1808109,4972.60562,10272.75643,2912.148968,1.480231497,2363.084712,1
13570.845,14298.57,12367.08,0.142326436,622.726167,5035.153685,10272.75643,2912.148968,1.461843654,2321.679323,1
13541.967,14199,12367.08,0.135277246,591.1232773,4822.746138,10272.75643,2912.148968,1.526227434,2328.699069,0
13553.187,14259.99,12367.08,0.139665305,604.8064151,4669.915024,10272.75643,1834.744353,1.806887713,2480.354781,0
13703.457,14802.76,12367.08,0.177742011,712.0912764,4048.056381,10272.75643,1466.639192,2.17539392,2419.165027,0
13721.33,14802.76,12367.08,0.177510489,717.0110783,3769.228553,10272.75643,1466.639192,2.336318192,2546.902892,0
13746.86,14802.76,12367.08,0.177180825,731.4451249,3567.952417,10272.75643,1435.424782,2.47686365,2652.438711,0
13975.158,14802.76,12951.91,0.132438574,596.8328782,3245.407269,10272.75643,1435.424782,2.723027008,2686.89808,0
14166.158,15250,12951.91,0.162223942,671.8855558,2444.799078,3921.076989,1435.424782,1.016710219,1061.41093,0
14384.256,15250,13329.03,0.133546706,581.8912631,2242.904917,3921.076989,1435.424782,1.108228971,965.7495686,0
14539.24,15250,13978.78,0.087433731,464.078259,2333.835595,3921.076989,1435.424782,1.06505026,1072.655133,0
14624.34,15250,13978.78,0.086924948,472.700292,2138.622689,3821.455746,1435.424782,1.115685799,918.2125316,0
14732.481,15250,13978.78,0.086286892,438.9826487,1856.983792,3821.455746,981.3636409,1.529411359,773.2586177,0
14854.478,15479.96,13978.78,0.101059088,462.0000388,1795.726066,3821.455746,981.3636409,1.581584273,799.050309,0
14836.102,15479.96,13978.78,0.10118426,467.9024929,1848.492512,3821.455746,981.3636409,1.5364369,792.2979572,0
14855.529,15479.96,14173.05,0.087974652,430.9237553,1865.782453,3821.455746,981.3636409,1.522198958,785.4801374,0
14851.042,15479.96,14173.05,0.088001233,438.3277783,1894.760315,3821.455746,981.3636409,1.498918931,773.086814,0
14798.263,15479.96,14122.27,0.091746579,493.5179617,1836.438389,3821.455746,954.0403064,1.561400293,823.4144273,0
14694.154,15479.96,14122.27,0.092396609,497.4293483,1681.49076,3821.455746,717.1982196,1.846134157,877.4717234,0
14555.581,15479.96,13747.16,0.11904712,551.6850152,1614.267238,3821.455746,717.1982196,1.923013398,895.7851828,0
14390.092,15479.96,13223.98,0.156773146,677.7402451,1544.66215,3125.40487,717.1982196,1.559050728,713.7761083,0
14235.192,15479.96,13223.98,0.158479071,687.1076638,1638.111267,3125.40487,717.1982196,1.470111768,827.5946392,0
14064.971,15479.96,13223.98,0.16039706,661.8667804,1723.752257,3125.40487,717.1982196,1.397072369,795.7819194,0
13831.172,14619,13141.97,0.106789938,499.5248817,1687.129225,3125.40487,717.1982196,1.427399048,829.1577618,0
13665.988,14208.91,12967.16,0.090864268,482.8977585,1621.849901,3125.40487,717.1982196,1.484851742,827.9832044,0
13558.725,14208.91,12967.16,0.091583095,476.8430892,1554.321123,3125.40487,717.1982196,1.549362364,851.4045324,0
13555.973,14208.91,12967.16,0.091601687,472.8875788,1512.976411,3125.40487,717.1982196,1.591701386,852.2225975,0
13538.942,14208.91,12967.16,0.091716916,452.8694713,1519.004785,3125.40487,717.1982196,1.585384506,848.0324546,0
13460.976,14157.87,12967.16,0.088456439,387.0407765,1546.675102,3125.40487,855.9367713,1.46732051,823.1116262,0
13486.176,14157.87,12967.16,0.088291151,414.942486,1510.855374,3125.40487,736.1772387,1.581374149,852.2594275,0
13563.055,14157.87,12967.16,0.087790693,431.8413202,1306.793925,2903.439094,736.1772387,1.658457247,640.786473,0
13607.953,14157.87,12967.16,0.087501037,447.720667,1127.270942,1837.773545,736.1772387,0.977224078,309.7204464,0
13696.008,14269.54,12967.16,0.095091942,484.9169338,993.4057643,1341.510408,499.1217717,0.847980419,252.5204871,0
13762.131,14269.54,12967.16,0.094635053,444.3608896,1055.689236,1478.771488,499.1217717,0.927971682,289.0192652,0
13845.915,14269.54,13100.42,0.084437901,345.8918707,1079.105219,1575.670237,499.1217717,0.997630673,322.3167244,0
13920.288,14269.54,13429.25,0.060364412,227.4734574,1055.054576,1575.670237,499.1217717,1.020372301,338.4138895,0
13915.6,14269.54,13429.25,0.060384748,222.4609422,981.8902195,1575.670237,499.1217717,1.096404103,355.4120349,0
13897.88,14269.54,13429.25,0.060461739,226.2677149,979.0361762,1575.670237,499.1217717,1.099600292,355.2371947,0
13946.083,14269.54,13774.76,0.035478062,155.6719843,955.6318896,1575.670237,499.1217717,1.126530495,361.798201,0
13935.971,14269.54,13774.76,0.035503805,155.1244435,957.6719785,1575.670237,499.1217717,1.124130693,360.4783676,0
13997.394,14607,13774.76,0.059456782,263.7124444,949.6025588,1575.670237,499.1217717,1.133683198,358.2126686,0
14117.381,15149.85,13774.76,0.097404044,448.1860009,1022.228831,1834.471981,499.1217717,1.306312411,454.5985896,0
14240.427,15500,13774.76,0.121150862,627.5982419,1143.215145,1834.471981,580.1127081,1.097220657,460.8633128,0
14380.41,15500,13774.76,0.119971545,673.6633401,1144.665389,1834.471981,580.1127081,1.095830524,462.0578357,0
14499.41,15500,13774.76,0.118986911,665.7839875,1078.180051,1834.471981,580.1127081,1.163404267,440.4787728,0
14640.744,15500,13774.76,0.117838274,661.2262586,1096.928362,1834.471981,580.1127081,1.143519774,428.6874522,0
14805.948,15763.03,13774.76,0.134288598,718.0950444,1198.577215,1834.471981,756.578127,0.89931115,412.7423268,0
15003.272,15763.03,13898.04,0.124305551,672.9446159,1256.861231,1834.471981,756.578127,0.857607688,420.434845,0
15201.135,15889.91,13898.04,0.131034294,603.4965573,1239.537989,1834.471981,586.6261052,1.006702406,445.9810176,0
15397.434,15889.91,14607,0.083319727,425.5642933,1325.804156,1834.471981,586.6261052,0.941199249,425.1269523,0
15513.178,15889.91,14995,0.057687084,334.312806,1329.04897,1834.471981,586.6261052,0.938901353,422.5144673,0
15588.099,15899.06,14995,0.057996809,327.7281377,1239.907116,1708.984914,586.6261052,0.905195877,397.3165133,0
15619.852,15899.06,14995,0.057878909,333.5742812,1130.540831,1619.239796,586.6261052,0.913380271,404.3109862,0
15731.549,16320,14995,0.084225654,364.1047856,1105.798315,1619.239796,586.6261052,0.933817385,386.8397697,0
15848.049,16320,15257.49,0.067043584,278.5865084,1121.705305,1619.239796,586.6261052,0.920574848,381.1600156,0
15902.3,16320,15748,0.03596964,189.3295328,1170.132581,1619.239796,586.6261052,0.882475805,385.5845855,0
15891.552,16320,15655.55,0.041811524,200.8164675,1130.003167,1619.239796,586.6261052,0.913814865,356.0171335,0
15896.947,16320,15655.55,0.041797334,197.223946,1082.279872,1619.239796,586.6261052,0.954109669,320.9467838,0
15837.556,16320,15296,0.064656441,274.0418526,1215.844597,1922.273355,615.3220699,1.074932839,366.4518429,0
15744.585,16320,14931.32,0.088200483,395.8348454,1306.216736,2522.961179,615.3220699,1.460430767,544.950295,0
15650.642,16320,14825.01,0.095522599,490.706759,1331.116558,2522.961179,615.3220699,1.433111998,536.8883207,0
15572.398,16320,14825.01,0.096002555,508.744082,1388.535167,2522.961179,615.3220699,1.373850051,521.2507849,0
15527.138,16320,14825.01,0.096282393,504.6289579,1408.537938,2522.961179,815.3497774,1.212329009,491.2572664,0
15436.481,16160,14825.01,0.086482794,420.8412089,1347.857992,2522.961179,639.0493088,1.397707979,547.8065088,0
15259.213,15801.95,14387.32,0.092706616,454.2375211,1534.982209,2941.128928,639.0493088,1.499743519,731.2027602,0
15054.213,15801.95,13750,0.136304037,616.6224156,1563.961656,2941.128928,639.0493088,1.471954003,731.863218,0
14900.896,15801.95,13750,0.137706484,640.6294091,1564.469136,2941.128928,639.0493088,1.471476532,731.5808915,0
14743.701,15413.43,13750,0.112823096,585.4490024,1571.463131,2941.128928,639.0493088,1.46492754,726.8748707,0
14608.895,15413.43,13750,0.11386419,599.1873772,1581.811906,2941.128928,639.0493088,1.455343465,733.1341818,0
14537.76,15413.43,13750,0.114421341,598.8815974,1434.836656,2941.128928,639.0493088,1.604419297,667.9166386,0
14481.331,15413.43,13750,0.114867204,595.3830502,1419.944967,2941.128928,639.0493088,1.621245663,673.2538874,0
14379.451,15413.43,13750,0.115681051,560.7556428,1405.275456,2941.128928,639.0493088,1.638169662,672.4961304,0
14238.458,15413.43,13750,0.116826555,452.1825528,1475.529888,2941.128928,639.0493088,1.560171459,639.9282259,0
14087.205,14387.32,13750,0.045241054,195.7416244,1509.465688,2941.128928,978.4073012,1.300275748,598.2834641,0
14095.48,14470.07,13750,0.051085171,210.993652,1297.703908,2025.761098,823.5111367,0.92644397,364.2238982,0
14162.48,14470.07,13900.9,0.040188583,194.8594053,1236.950402,2025.761098,823.5111367,0.971946781,337.6244393,0
14241.865,14916.23,13900.9,0.071291927,306.4569864,1263.323195,2025.761098,823.5111367,0.951656683,344.6771863,0
14310.505,14916.4,13900.9,0.070961856,373.1227312,1208.676946,2025.761098,614.8682867,1.167303485,401.3104166,0
14379.21,14916.4,13900.9,0.070622795,362.034148,1085.413392,1517.894099,614.8682867,0.831964871,298.6205058,0
14379.203,14916.4,13900.9,0.070622829,362.0375697,1116.554208,1517.894099,614.8682867,0.808761281,310.8747127,0
14386.113,14916.4,13900.9,0.070588908,360.1795532,1173.473307,1705.816638,614.8682867,0.929674621,362.7391615,0
14406.331,14916.4,13900.9,0.070489842,347.6554352,1149.28429,1705.816638,614.8682867,0.949241507,356.142595,0
14464.142,14916.4,13900.9,0.070208105,310.3279342,1124.492882,1705.816638,614.8682867,0.970169193,335.6728001,0
14535.398,14916.4,14219.9,0.047917505,240.6036344,1126.126294,1705.816638,614.8682867,0.968761991,334.9218516,0
14552.391,14916.4,14219.9,0.047861551,241.4762906,1127.573199,1705.816638,614.8682867,0.967518873,333.4974817,0
14547.89,14916.4,14219.9,0.047876359,244.617238,1135.175819,1705.816638,614.8682867,0.961039103,333.7121452,0
14490.267,14916.4,14219.9,0.048066747,214.1853127,1093.975422,1705.816638,614.8682867,0.997232963,313.4046857,0
14375.514,14640,13768.87,0.060598181,262.4711458,1223.466052,1909.774584,793.1255616,0.912693099,357.8188349,0
14259.719,14640,13477.04,0.081555604,369.0623005,1473.417554,3292.640586,837.9801834,1.665963865,716.7706628,0
14182.627,14640,13448.98,0.08397739,449.9559539,1528.4281,3292.640586,837.9801834,1.606003189,728.50626,0
14125.129,14640,13448.98,0.08431923,465.524672,1483.340478,3292.640586,837.9801834,1.654819267,730.2581141,0
14041.857,14640,13448.98,0.084819266,503.6822369,1473.257757,3292.640586,837.9801834,1.666144564,736.3699083,0
13945.436,14640,13448.98,0.08540572,491.3304934,1488.279149,3292.640586,837.9801834,1.649327954,733.2881261,0
13759.926,14640,12758.36,0.136747828,556.9165754,1749.110641,3603.056353,837.9801834,1.58084692,965.3885663,0
13565.45,14374.99,12695.24,0.123825601,554.9996532,1883.212654,3603.056353,1027.827045,1.367466018,916.6720409,0
13416.451,14340,12695.24,0.122592778,511.8454309,1984.934778,3603.056353,1027.827045,1.297387368,885.6174803,1
13305.407,13768.87,12695.24,0.080691256,396.7296165,2008.5309,3603.056353,1027.827045,1.282145726,860.7975585,1
13232.519,13754.84,12695.24,0.080075457,368.038513,1904.084184,3603.056353,865.3074274,1.437829771,934.3368334,1
13148.815,13754.84,12640,0.084786348,400.0410775,1654.725928,3603.056353,799.058022,1.694539431,851.6693673,1
13118.287,13754.84,12640,0.084983657,385.9912666,1567.714355,3603.056353,799.058022,1.788590072,866.4745789,1
13049.798,13568.9,12640,0.071181178,314.6660723,1543.232362,3603.056353,799.058022,1.816964444,879.6522967,1
12983.87,13568.9,12640,0.071542614,285.1593462,1511.365695,3603.056353,709.1603781,1.91475563,905.7821701,1
12935.756,13229.56,12640,0.045575999,204.7291261,1432.161507,3603.056353,628.1520489,2.077212863,948.272879,1
12925.471,13229.56,12640,0.045612264,216.8555082,1164.428226,2195.086394,628.1520489,1.345668466,569.5882489,1
12965.947,13229.56,12640,0.045469876,206.6418791,1065.111464,2195.086394,628.1520489,1.471145883,446.2610597,1
12983.453,13229.56,12640,0.045408567,206.4375169,989.9277073,1443.248831,628.1520489,0.823390209,258.620046,0
12990.672,13301.75,12640,0.050940398,216.9923758,946.4912508,1443.248831,628.1520489,0.861177302,238.691322,0
13085.437,13987.64,12640,0.102987772,383.7649883,1083.963964,2240.034556,628.1520489,1.487025917,470.2762694,0
13216.398,13987.64,12655.51,0.100793726,434.9141823,1046.58511,2240.034556,425.2694862,1.73398709,508.7209624,0
13299.775,13987.64,12655.51,0.100161845,495.1746564,1004.772798,2240.034556,425.2694862,1.806144706,525.7980123,0
13380.78,13987.64,12655.51,0.099555482,519.080906,952.8691577,2240.034556,425.2694862,1.904527033,550.2605001,0
13435.48,13987.64,12655.51,0.099150161,479.3133587,948.8430747,2240.034556,425.2694862,1.912608226,552.3849541,0
13474.877,13987.64,12655.51,0.098860272,463.48682,937.2143975,2240.034556,425.2694862,1.936339299,561.042367,0
13566.325,13987.64,13060.06,0.068373712,363.2319622,911.3672012,2240.034556,425.2694862,1.991255629,567.5467622,0
13622.381,13987.64,13060.06,0.068092355,324.454346,845.0234027,2240.034556,425.2694862,2.147591492,570.6660098,0
13677.575,13987.64,13301.75,0.050147047,258.3870235,725.6989533,2240.034556,250.004337,2.742225561,556.2501472,1
13677.735,13987.64,13303.35,0.050029482,258.1288114,706.6324857,2240.034556,250.004337,2.816216717,554.6404483,1
13590.827,13977.47,13118.56,0.063197773,286.8952415,591.029982,1084.009519,250.004337,1.411104694,217.5843055,1
13523.544,13977.47,13118.56,0.063512198,271.9089252,660.3657648,1118.627315,250.004337,1.315366459,264.3428468,1
13434.396,13880,13085.99,0.059102769,251.9570517,647.9325832,1118.627315,250.004337,1.340607033,268.9965147,1
13373.522,13660.56,13085.99,0.042963252,200.6476165,633.541878,1118.627315,250.004337,1.371058502,281.8615989,1
13391.52,13660.56,13085.99,0.04290551,206.7799515,650.5057228,1118.627315,250.004337,1.33530413,289.234463,1
13387.688,13660.56,13085.99,0.042917791,205.2720203,650.726586,1118.627315,250.004337,1.334850914,289.117652,1
13393.884,13660.56,13085.99,0.042897938,212.2041528,675.2703397,1118.627315,250.004337,1.286333676,300.8559056,1
13363.826,13631.95,13085.99,0.04085357,190.4013249,730.5857511,1118.627315,250.004337,1.188940486,319.8753983,1
13318.045,13631.95,13085.99,0.040994005,178.7835126,880.4095669,1748.242495,347.1770369,1.591379184,408.3948836,0
13330.111,13631.95,13085.99,0.040956898,181.7289355,878.9351087,1748.242495,347.1770369,1.594048803,409.2925064,0
13375.394,13631.95,13085.99,0.040818237,179.5627044,896.9249844,1748.242495,347.1770369,1.56207652,423.03082,0
13405.596,13631.95,13085.99,0.040726276,186.4023591,847.2827063,1748.242495,347.1770369,1.653598554,423.2508471,0
13498.05,14010.53,13154.19,0.063441756,233.5789857,933.6707931,1748.242495,347.1770369,1.500599,433.0291761,1
13542.412,14010.53,13154.19,0.063233935,227.77522,985.0858007,1748.242495,514.0739098,1.252853898,383.3263852,1
13579.414,14010.53,13154.19,0.063061631,254.8762882,984.8174665,1748.242495,514.0739098,1.253195264,383.4412912,1
13716.573,14815,13154.19,0.121080535,460.0370834,1312.324172,3789.140964,622.204534,2.413227233,936.4987617,1
13833.578,14815,13154.19,0.120056431,571.4305716,1370.261247,3789.140964,622.204534,2.311191707,926.9003944,1
13965.474,14815,13154.19,0.118922566,601.4032092,1431.143137,3789.140964,622.204534,2.212871898,925.3852341,1
14125.056,14815,13424.01,0.098476778,573.277443,1353.668562,3789.140964,622.204534,2.339521297,928.314219,1
14268.77,14861.15,13571.39,0.090390412,557.9381671,1398.529059,3789.140964,622.204534,2.264476673,900.8735041,1
14414.149,15025.18,13578.8,0.10034446,545.2951975,1317.739072,3789.140964,456.0084026,2.5294329,949.216627,1
14580.396,15241.27,13714.88,0.104687829,514.8961296,1333.43069,3789.140964,456.0084026,2.499666901,937.6678522,1
14660.603,15241.27,13714.88,0.10411509,477.3656914,1327.557583,3789.140964,456.0084026,2.510725414,937.6248916,0
14780.52,15241.27,13905,0.090407509,345.9197964,1343.138208,3789.140964,456.0084026,2.481600583,930.2824372,0
14887.319,15241.27,14678.94,0.037772416,161.03613,1354.082946,3789.140964,456.0084026,2.461542383,924.2755639,0
14919.178,15241.27,14678.94,0.037691755,175.961841,1089.48906,1684.367717,456.0084026,1.127463652,350.147873,0
14931.084,15241.27,14678.94,0.0376617,171.1134956,1050.022381,1684.367717,456.0084026,1.169841078,320.7378349,0
14939.332,15241.27,14750.01,0.032883666,159.1810417,985.8246268,1307.301431,456.0084026,0.863533944,231.4940742,0
14971.828,15241.27,14761.42,0.032050195,149.0869931,999.1282896,1307.301431,456.0084026,0.852035757,234.5099637,0
15001.275,15241.27,14761.42,0.031987281,153.8039896,1020.460624,1310.221555,456.0084026,0.837085854,253.3385273,0
15033.763,15350.06,14761.42,0.039154535,189.5684663,1096.079413,1310.221555,779.1207217,0.484545943,162.8216234,0
15016.224,15350.06,14761.42,0.039200268,175.8541101,1110.028356,1310.221555,918.6101511,0.352794054,136.4977518,0
15025.07,15350.06,14761.42,0.039177189,166.4463573,1061.472251,1310.221555,821.7403803,0.460192129,144.6455682,0
15015.517,15350.06,14761.42,0.039202113,175.9938044,1072.275523,1310.221555,821.7403803,0.455555652,144.9999715,0
14969.327,15350.06,14511.09,0.05604594,238.0633119,1150.528837,1727.835177,821.7403803,0.787546359,245.3173241,0
14912.749,15350.06,14511.09,0.056258574,260.8299002,1137.889166,1727.835177,821.7403803,0.796294423,248.9658554,0
14878.191,15350.06,14511.09,0.056389248,281.6674326,1142.037033,1727.835177,821.7403803,0.793402289,248.5614073,1
14857.178,15350.06,14511.09,0.056469001,298.6715437,1168.685525,1727.835177,821.7403803,0.775311046,250.9645792,1
14821.281,15350.06,14511.09,0.056605768,291.0620677,1170.337217,1727.835177,821.7403803,0.774216852,250.5641155,1
14802.957,15350.06,14511.09,0.056675838,272.8745737,1226.661783,1873.46721,821.7403803,0.857389416,334.6874123,1
14757.285,15065.88,14511.09,0.037594314,199.4806799,1270.589959,1873.46721,821.7403803,0.827746845,360.4170032,1
14765.064,15143.67,14511.09,0.042843025,213.8509971,1286.352555,1873.46721,821.7403803,0.817603872,346.4907867,1
14784.657,15143.67,14511.09,0.042786248,235.5681882,1271.812049,1873.46721,676.3353229,0.941280505,370.3819463,1
14797.911,15143.67,14511.09,0.042747926,241.3429814,1251.360432,1873.46721,676.3353229,0.956664328,384.7469863,1
14848.802,15143.67,14551.29,0.039894127,227.3949602,1147.151567,1873.46721,676.3353229,1.043569064,382.4726888,1
14883.965,15143.67,14551.29,0.039799879,205.2221204,1099.65215,1873.46721,541.8112086,1.210979309,427.3241152,1
15011.087,15846.7,14551.29,0.086296882,341.4252358,1270.786767,2850.217921,541.8112086,1.816517746,700.2796954,0
15159.451,16034.93,14716,0.08700381,430.2277391,1332.363218,2850.217921,541.8112086,1.732565626,730.4246168,0
15287.351,16034.93,14893.34,0.074675462,471.848894,1299.722864,2850.217921,541.8112086,1.776076098,747.9013147,0
15387.024,16034.93,14893.34,0.074191735,502.2188482,1207.248145,2850.217921,541.8112086,1.912122808,725.9256216,0
15533.889,16361.99,14919.44,0.092864704,553.8908306,1270.273802,2850.217921,541.8112086,1.817251295,793.037111,0
15663.722,16442,14919.44,0.097202951,602.3089011,1274.64633,2850.217921,541.8112086,1.811017423,791.968205,0
15824.223,16702,14919.44,0.112647553,646.7194521,1378.679239,2850.217921,541.8112086,1.674360973,772.7367097,1
16021.917,16928,14919.44,0.125363276,652.2861771,1463.783072,2850.217921,541.8112086,1.577014215,763.4961111,1
16224.358,17044.41,14919.44,0.130974058,620.1367221,1530.038813,2850.217921,541.8112086,1.508724284,715.7306402,1
16387.195,17044.41,15846.7,0.073088164,421.3440546,1562.493564,2850.217921,796.6467548,1.31429096,671.9604408,1
16463.796,17044.41,15969.11,0.065313006,379.7400206,1348.958402,2281.734633,714.8663016,1.161539399,544.4714876,1
16511.745,17044.41,15969.11,0.065123341,348.5634051,1263.391887,2281.734633,714.8663016,1.240207688,510.0989754,1
16547.644,17044.41,15969.11,0.06498206,305.2215752,1252.29847,2281.734633,685.7125843,1.274474166,522.4345149,1
16605.36,17044.41,16353.99,0.041578141,228.6265324,1228.582258,2281.734633,685.7125843,1.299076264,542.7354898,1
16597.323,17044.41,16281.62,0.045958616,239.2960785,1096.52578,1771.688249,685.7125843,0.990378598,399.8675671,1
16612.376,17044.41,16281.62,0.045916972,233.0940033,1045.880533,1771.688249,613.5089153,1.107372493,427.6750187,1
16626.029,17044.41,16281.62,0.045879266,242.7262874,938.3822994,1771.688249,613.5089153,1.234229732,371.785477,1
16599.349,17044.41,16281.62,0.045953007,219.3872137,805.5656301,1348.303937,443.5215562,1.123164081,262.0656494,1
16579.208,16843,16281.62,0.033860484,179.6313086,730.156018,1068.974459,443.5215562,0.856601723,185.9948629,0
16639.394,17149.67,16281.62,0.052168366,253.5578339,727.9122139,1068.974459,443.5215562,0.859242215,184.2967645,0
16680.898,17149.67,16281.62,0.052038565,281.1695224,707.7819978,1068.974459,443.5215562,0.883680151,196.4717456,0
16702.617,17149.67,16281.62,0.051970898,275.2062531,647.3398501,961.1698546,443.5215562,0.799654615,163.1557366,0
16732.158,17149.67,16281.62,0.051879142,248.1511396,635.276076,961.1698546,443.5215562,0.814839907,164.4579878,0
16751.43,17149.67,16281.62,0.051819457,239.4412758,615.966572,961.1698546,443.5215562,0.840383751,165.8365025,0
16787.268,17149.67,16592.53,0.033188247,180.9974546,565.557048,843.9206764,443.5215562,0.707973,119.3435082,0
16794.028,17149.67,16640,0.030348288,174.0449857,539.8856396,843.9206764,356.7948313,0.902275981,134.5271249,0
16751.08,17149.67,16409.05,0.044213269,210.9258003,584.3559123,1086.384805,356.7948313,1.248536993,218.937002,0
16729.26,17149.67,16409.05,0.044270936,231.5361712,596.8117069,1086.384805,356.7948313,1.222479327,213.5103003,0
16629.961,17149.67,15850.01,0.078151717,356.5298566,723.7748515,1863.839262,356.7948313,2.082200601,453.9255298,0
16526.094,17027.75,15850.01,0.071265479,339.1756978,739.6135054,1863.839262,356.7948313,2.037610752,461.2871013,0
16440.802,16738.99,15850.01,0.054071571,304.4743719,738.8266649,1863.839262,356.7948313,2.03978078,461.7220334,0
16380.043,16738.99,15850.01,0.054272141,300.5932598,765.4696721,1863.839262,356.7948313,1.968783984,451.7155073,0
16304.603,16738.99,15850.01,0.054523253,319.5497445,805.1421541,1863.839262,356.7948313,1.871774348,449.5763951,0
16196.187,16660.13,15654.83,0.062070165,339.113378,867.9774415,1863.839262,356.7948313,1.736271427,448.9671475,0
16121.708,16660.13,15654.83,0.062356917,311.470867,892.4238059,1863.839262,356.7948313,1.688709356,430.3781435,1
16040.076,16443,15654.83,0.049137548,256.8653178,933.1503781,1863.839262,505.6957351,1.455439079,391.5808852,1
15915.671,16443,15165,0.080298217,344.5880433,1007.864934,1863.839262,505.6957351,1.347545172,484.3553558,1
15816.269,16174.83,15165,0.063847548,317.9072743,1060.081326,1863.839262,505.6957351,1.281169183,459.1671771,1
15720.214,16174.83,14889.46,0.081765426,431.4260787,1090.206734,2165.093337,505.6957351,1.522094434,523.1804226,1
15559.114,16174.83,14500,0.107643019,552.954947,1366.413656,3764.376442,505.6957351,2.384842022,991.2962588,1
15424.642,16124.02,14500,0.105287371,550.0854491,1449.535828,3764.376442,701.5382587,2.112978599,944.8666094,1
15322.34,15895.21,14500,0.091057241,498.2529007,1480.093752,3764.376442,701.5382587,2.069354174,923.7512514,1
15228.881,15895.21,14500,0.091616055,465.4760502,1470.055262,3764.376442,701.5382587,2.083485065,930.5299911,1
15163.397,15895.21,14500,0.092011704,444.4832926,1456.773455,3764.376442,701.5382587,2.102480776,936.5845315,1
15101.112,15843.81,14500,0.088987486,367.5167468,1452.718708,3764.376442,660.990793,2.136260538,940.2978663,1
15036.758,15448.98,14500,0.063110679,265.0858664,1414.49005,3764.376442,381.7739748,2.39139361,978.4056737,1
15024.312,15448.98,14500,0.063162959,261.2903691,1286.758104,3764.376442,381.7739748,2.628778834,1000.743766,1
14996.339,15272.36,14500,0.051503237,222.9332584,1242.306509,3764.376442,381.7739748,2.722840492,1020.127202,1
14992.393,15272.36,14500,0.051516793,225.3711537,1116.717098,3764.376442,381.7739748,3.029059439,969.9732812,1
15023.492,15272.36,14810.99,0.030709904,162.5881355,903.574162,1632.947078,381.7739748,1.384693317,375.6073268,1
14955.683,15272.36,14152.02,0.074910654,318.6778869,964.8798545,1949.974375,381.7739748,1.625280487,487.5461114,1
14915.583,15272.36,14152.02,0.075112049,323.5526793,1119.258768,2580.351423,381.7739748,1.964315592,707.5460272,0
14913.31,15272.36,14152.02,0.075123497,323.2825009,1160.43604,2580.351423,381.7739748,1.894613208,702.8392635,0
14888.311,15272.36,14152.02,0.075249637,325.4930298,1145.22637,2580.351423,381.7739748,1.919775431,707.9872039,0
14812.575,15200.27,14152.02,0.070767574,314.1159488,1170.058018,2580.351423,381.7739748,1.879032846,693.3189539,0
14732.899,15169.25,14152.02,0.069044796,305.7892475,1287.075993,2580.351423,556.2109029,1.572665897,642.368973,0
14643.645,15169.25,14148,0.06974015,334.8904738,1400.594655,2580.351423,645.7274764,1.381287541,597.605252,0
14535.976,14937.68,14092.56,0.058139887,319.8736888,1434.119876,2580.351423,861.9009544,1.198261385,558.6890609,0
14467.31,14937.68,14092.56,0.058415835,318.6724043,1466.296035,2580.351423,861.9009544,1.171966934,533.81021,0
14392.207,14937.68,14059.96,0.060985782,317.1719452,1405.868772,2580.351423,861.9009544,1.222340593,546.8907675,0
14361.899,14937.68,13848.94,0.075807524,354.9093585,1478.954978,2680.836427,861.9009544,1.229878867,663.9847123,0
14305.83,14937.68,13848.94,0.076104637,339.5163429,1453.421588,2680.836427,861.9009544,1.251485107,620.4039419,0
14201.878,14750,13848.94,0.063446539,278.1570994,1485.161013,2680.836427,861.9009544,1.224739579,618.2739527,0
14167.572,14515,13848.94,0.047012996,217.6097496,1618.110032,2680.836427,909.3072755,1.094813774,612.2742319,0
14171.072,14550,13848.94,0.049471204,224.0060733,1699.551561,2680.836427,980.9796796,1.000179569,559.3987892,0
14167.255,14550,13848.94,0.049484533,219.892758,1648.848503,2680.836427,980.9796796,1.030935677,596.0414129,0
14203.555,14550,13848.94,0.049358066,244.9009766,1565.03321,2680.836427,853.2446032,1.167765522,646.2123323,0
